"","occupation","y1619","y2024","y2534","y3544","y4554","y5564","y65plus","medianage","totalemp","womenpct","whitepct","blackpct","asianpct","hispanicpct","totalempfull","medianwagefull","soccode","soctitle","isco","iscotitle","Title","description_1d","description_4d","mean_score","mean_exposure_level","SD","potential","plus55pct","mean_score100","highexposure"
"439","Public safety telecommunicators",2,8,24,9,25,10,1,37.8,80,59.2,86.1,8.4,0.5,14.7,74,1140,NA,NA,5419,NA,"Protective Services Workers Not Elsewhere Classified","Service and sales workers","Protective services workers not elsewhere classified",0.21,"Very low",0.09,"Other occupations",13.9240506329114,21,0
"440","Dispatchers, except police, fire, and ambulance",1,10,49,44,35,25,6,41.1,172,57.5,81.6,7.6,6.3,26.5,137,958,"43-5032","Dispatchers, Except Police, Fire, and Ambulance",4323,"Transport clerks","Transport Clerks","Clerical support workers","Transport clerks",0.55,"Medium",0.23,"Other occupations",18.2352941176471,55,1
"441","Meter readers, utilities",0,1,6,2,2,1,3,NA,15,NA,NA,NA,NA,NA,12,NA,"43-5041","Meter Readers, Utilities",9623,"Meter readers and vending-machine collectors","Meter Readers and Vending-machine Collectors","Elementary occupations","Meter readers and vending-machine collectors",0.36,"Low",0.36,"Augmentation potential",26.6666666666667,36,0
"442","Postal service clerks",0,3,28,17,15,22,7,44.1,92,53.1,50.4,40.1,6.7,8.8,81,1041,"43-5051","Postal Service Clerks",4412,"Mail carriers and sorting clerks","Mail Carriers and Sorting Clerks","Clerical support workers","Mail carriers and sorting clerks",0.48,"Low",0.3,"Other occupations",31.5217391304348,48,0
"443","Postal service clerks",0,3,28,17,15,22,7,44.1,92,53.1,50.4,40.1,6.7,8.8,81,1041,"43-5051","Postal Service Clerks",4211,"Bank tellers and related clerks","Bank Tellers and Related Clerks","Clerical support workers","Bank tellers and related clerks",0.72,"Medium",0.14,"Automation potential",31.5217391304348,72,1
"444","Postal service mail carriers",2,14,55,70,74,83,12,46.4,309,33.9,66.3,21.2,8.5,9,296,1218,"43-5052","Postal Service Mail Carriers",4412,"Mail carriers and sorting clerks","Mail Carriers and Sorting Clerks","Clerical support workers","Mail carriers and sorting clerks",0.48,"Low",0.3,"Other occupations",30.6451612903226,48,0
"445","Postal service mail sorters, processors, and processing machine operators",0,3,13,9,6,7,5,NA,44,NA,NA,NA,NA,NA,43,NA,"43-5053","Postal Service Mail Sorters, Processors, and Processing Machine Operators",4412,"Mail carriers and sorting clerks","Mail Carriers and Sorting Clerks","Clerical support workers","Mail carriers and sorting clerks",0.48,"Low",0.3,"Other occupations",27.906976744186,48,0
"446","Production, planning, and expediting clerks",2,13,56,58,37,43,14,43.1,223,51.2,81.6,11.2,5.2,13.9,219,1274,"43-5061","Production, Planning, and Expediting Clerks",4322,"Production clerks","Production Clerks","Clerical support workers","Production clerks",0.6,"Medium",0.12,"Other occupations",25.5605381165919,60,1
"447","Shipping, receiving, and inventory clerks",8,58,156,116,137,106,31,42.5,613,35.9,75.8,16.1,4.2,29.8,530,853,NA,NA,3331,NA,"Clearing and Forwarding Aents","Technicians and associate professionals","Clearing and forwarding agents",0.46,"Low",0.16,"Other occupations",22.3856209150327,46,0
"448","Weighers, measurers, checkers, and samplers, recordkeeping",5,6,15,15,14,10,4,40.1,69,57.8,71.8,25.2,1.6,20.6,56,906,"43-5111","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",4321,"Stock clerks","Stock Clerks","Clerical support workers","Stock clerks",0.35,"Low",0.18,"Augmentation potential",20.2898550724638,35,0
"449","Executive secretaries and executive administrative assistants",0,5,50,40,51,68,19,49.1,234,95.6,70.2,19.3,5.7,18.7,222,1272,"43-6011","Executive Secretaries and Executive Administrative Assistants",3343,"Administrative and executive secretaries","Administrative and Executive Secretaries","Technicians and associate professionals","Administrative and executive secretaries",0.58,"Medium",0.25,"Other occupations",37.3390557939914,58,1
"450","Legal secretaries and administrative assistants",0,1,8,3,3,16,12,NA,43,NA,NA,NA,NA,NA,36,NA,NA,NA,3342,NA,"Legal Secretaries","Technicians and associate professionals","Legal secretaries",0.64,"Medium",0.21,"Other occupations",65.1162790697674,64,1
"451","Medical secretaries and administrative assistants",0,8,17,19,16,22,4,45.9,85,92.9,81.7,7.9,5.9,22.5,64,880,NA,NA,3344,NA,"Medical Secretaries","Technicians and associate professionals","Medical secretaries",0.61,"Medium",0.2,"Other occupations",30.2325581395349,61,1
"452","Secretaries and administrative assistants, except legal, medical, and executive",15,92,317,331,358,469,177,48.2,1758,91.4,83.3,9.2,4,14.5,1380,930,"43-6014","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4120,"Secretaries (general)","Secretaries (general)","Clerical support workers","Secretaries (general)",0.64,"Medium",0.12,"Automation potential",36.7254121660034,64,1
"453","Data entry keyers",5,17,62,54,44,29,14,40.8,226,72.6,71.4,15.8,7.6,19.3,179,923,"43-9021","Data Entry Keyers",4132,"Data entry clerks","Data Entry Clerks","Clerical support workers","Data entry clerks",0.7,"Medium",0.1,"Automation potential",19.1111111111111,70,1
"454","Word processors and typists",1,7,5,9,2,14,6,NA,43,NA,NA,NA,NA,NA,43,NA,"43-9022","Word Processors and Typists",4131,"Typists and word processing operators","Typists and Word Processing Operators","Clerical support workers","Typists and word processing operators",0.77,"High",0.18,"Automation potential",45.4545454545455,77,1
"455","Desktop publishers",0,0,0,0,1,0,0,NA,1,NA,NA,NA,NA,NA,0,NA,"43-9031","Desktop Publishers",7321,"Pre-press technicians","Pre-press Technicians","Craft and related trades workers","Pre-press technicians",0.26,"Low",0.23,"Other occupations",0,26,0
"456","Insurance claims and policy processing clerks",3,11,97,68,60,47,13,41.7,299,78.7,72,21.9,3.3,17.7,271,891,"43-9041","Insurance Claims and Policy Processing Clerks",4312,"Statistical, finance and insurance clerks","Statistical, Finance and Insurance Clerks","Clerical support workers","Statistical, finance and insurance clerks",0.66,"Medium",0.15,"Automation potential",20.066889632107,66,1
"457","Mail clerks and mail machine operators, except postal service",1,9,8,10,10,3,4,NA,45,NA,NA,NA,NA,NA,34,NA,"43-9051","Mail Clerks and Mail Machine Operators, Except Postal Service",4412,"Mail carriers and sorting clerks","Mail Carriers and Sorting Clerks","Clerical support workers","Mail carriers and sorting clerks",0.48,"Low",0.3,"Other occupations",15.5555555555556,48,0
"458","Office clerks, general",63,154,243,225,239,224,105,42.4,1253,80,74.7,14.1,6.8,20.6,905,877,"43-9061","Office Clerks, General",4110,"General office clerks","General Office Clerks","Clerical support workers","General office clerks",0.68,"Medium",0.22,"Other occupations",26.2569832402235,68,1
"459","Office machine operators, except computer",0,7,6,4,2,2,2,NA,24,NA,NA,NA,NA,NA,18,NA,"43-9071","Office Machine Operators, Except Computer",4415,"Filing and copying clerks","Filing and Copying Clerks","Clerical support workers","Filing and copying clerks",0.44,"Low",0.31,"Other occupations",17.3913043478261,44,0
"460","Proofreaders and copy markers",0,1,2,2,2,3,4,NA,14,NA,NA,NA,NA,NA,9,NA,"43-9081","Proofreaders and Copy Markers",4413,"Coding, proof-reading and related clerks","Coding, Proofreading and Related Clerks","Clerical support workers","Coding, proof-reading and related clerks",0.65,"Medium",0.19,"Other occupations",50,65,1
"461","Statistical assistants",0,5,3,0,0,4,1,NA,13,NA,NA,NA,NA,NA,13,NA,"43-9111","Statistical Assistants",3314,"Statistical, mathematical and related associate professionals","Statistical, Mathematical and Related Associate Professionals","Technicians and associate professionals","Statistical, mathematical and related associate professionals",0.48,"Low",0.2,"Other occupations",38.4615384615385,48,0
"462","Office and administrative support workers, all other",6,53,184,172,138,109,56,41.9,718,74,77.6,13.3,4.7,16.2,556,1012,"43-9199","Office and Administrative Support Workers, All Other",4419,"Clerical support workers not elsewhere classified","Clerical Support Workers Not Elsewhere Classified","Clerical support workers","Clerical support workers not elsewhere classified",0.72,"Medium",0.1,"Automation potential",22.9805013927577,72,1
"463","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6111,"Field crop and vegetable growers","Field Crop and Vegetable Growers","Skilled agricultural, forestry and fishery workers","Field crop and vegetable growers",0.17,"Very low",0.11,"Other occupations",29.6296296296296,17,0
"464","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6112,"Tree and shrub crop growers","Tree and Shrub Crop Growers","Skilled agricultural, forestry and fishery workers","Tree and shrub crop growers",0.18,"Very low",0.08,"Other occupations",29.6296296296296,18,0
"465","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6114,"Mixed crop growers","Mixed Crop Growers","Skilled agricultural, forestry and fishery workers","Mixed crop growers",0.17,"Very low",0.08,"Other occupations",29.6296296296296,17,0
"466","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6121,"Livestock and dairy producers","Livestock and Dairy Producers","Skilled agricultural, forestry and fishery workers","Livestock and dairy producers",0.18,"Very low",0.12,"Other occupations",29.6296296296296,18,0
"467","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6122,"Poultry producers","Poultry Producers","Skilled agricultural, forestry and fishery workers","Poultry producers",0.2,"Very low",0.19,"Other occupations",29.6296296296296,20,0
"468","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6123,"Apiarists and sericulturists","Apiarists and Sericulturists","Skilled agricultural, forestry and fishery workers","Apiarists and sericulturists",0.33,"Low",0.2,"Augmentation potential",29.6296296296296,33,0
"469","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6129,"Animal producers not elsewhere classified","Animal Producers Not Elsewhere Classified","Skilled agricultural, forestry and fishery workers","Animal producers not elsewhere classified",0.24,"Very low",0.22,"Other occupations",29.6296296296296,24,0
"470","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6130,"Mixed crop and animal producers","Mixed Crop and Animal Producers","Skilled agricultural, forestry and fishery workers","Mixed crop and animal producers",0.24,"Very low",0.16,"Other occupations",29.6296296296296,24,0
"471","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6210,"Forestry and related workers","Forestry and Related Workers","Skilled agricultural, forestry and fishery workers","Forestry and related workers",0.14,"Very low",0.05,"Other occupations",29.6296296296296,14,0
"472","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6221,"Aquaculture workers","Aquaculture Workers","Skilled agricultural, forestry and fishery workers","Aquaculture workers",0.22,"Very low",0.18,"Other occupations",29.6296296296296,22,0
"473","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6222,"Inland and coastal waters fishery workers","Inland and Coastal Waters Fishery Workers","Skilled agricultural, forestry and fishery workers","Inland and coastal waters fishery workers",0.24,"Very low",0.25,"Other occupations",29.6296296296296,24,0
"474","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6223,"Deep-sea fishery workers","Deep-sea Fishery Workers","Skilled agricultural, forestry and fishery workers","Deep-sea fishery workers",0.24,"Very low",0.24,"Other occupations",29.6296296296296,24,0
"475","First-line supervisors of farming, fishing, and forestry workers",1,3,9,10,15,11,5,49.8,54,15.4,96.9,1.8,0,50,46,NA,"45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",6224,"Hunters and trappers","Hunters and Trappers","Skilled agricultural, forestry and fishery workers","Hunters and trappers",0.09,"Very low",0.02,"Other occupations",29.6296296296296,9,0
"476","Agricultural inspectors",0,0,3,3,3,4,2,NA,15,NA,NA,NA,NA,NA,16,NA,"45-2011","Agricultural Inspectors",7515,"Food and beverage tasters and graders","Food and Beverage Tasters and Graders","Craft and related trades workers","Food and beverage tasters and graders",0.29,"Low",0.19,"Other occupations",40,29,0
"477","Agricultural inspectors",0,0,3,3,3,4,2,NA,15,NA,NA,NA,NA,NA,16,NA,"45-2011","Agricultural Inspectors",3257,"Environmental and occupational health inspectors and associates","Environmental and Occupational Health Inspectors and Associates","Technicians and associate professionals","Environmental and occupational health inspectors and associates",0.32,"Low",0.15,"Other occupations",40,32,0
"478","Agricultural inspectors",0,0,3,3,3,4,2,NA,15,NA,NA,NA,NA,NA,16,NA,"45-2011","Agricultural Inspectors",3359,"Regulatory government associate professionals not elsewhere classified","Government Regulatory AssociatePprofessionals Not Elsewhere Classified","Technicians and associate professionals","Regulatory government associate professionals not elsewhere classified",0.41,"Low",0.18,"Other occupations",40,41,0
"479","Animal breeders",0,0,3,2,3,0,0,NA,8,NA,NA,NA,NA,NA,6,NA,"45-2021","Animal Breeders",6121,"Livestock and dairy producers","Livestock and Dairy Producers","Skilled agricultural, forestry and fishery workers","Livestock and dairy producers",0.18,"Very low",0.12,"Other occupations",0,18,0
